url_index,y_true,prob_ensemble,prob_char,prob_lgb
23038,1,0.9991343019624532,0.99999917,0.9978368873943836
47825,0,0.0025991951292975695,0.0015828612,0.004123696024911218
13016,1,0.9973817310166614,0.9970783,0.9978368484557312
60489,0,0.0018241027492689834,0.00029106715,0.004123656124373648
28071,0,0.007115523460738074,0.009109013,0.004125289012323347
1067,1,0.999129831615261,0.9999918,0.9978368873972985
95099,1,0.9991266725691322,0.9999865,0.9978368873974094
69897,0,0.002969828316004357,0.002200535,0.004123768007832967
47973,0,0.0021334014768774863,0.0008064743,0.00412379221084231
65222,1,0.9991229770634965,0.99998033,0.9978368873532603
88286,0,0.0022258949005589754,0.00096071395,0.0041236663250217515
91004,1,0.999134122782251,0.9999989,0.997836886478714
46930,0,0.0033148055289057014,0.0024981343,0.004539812122966378
30070,1,0.9991134255167398,0.9999645,0.9978368503442785
19992,1,0.9991347191935134,0.9999999,0.9978368873907504
74393,0,0.0027981572924384735,0.0019143005,0.004123942379424785
67031,0,0.002045556285323497,0.000660074,0.004123779638083457
41443,0,0.004263845316431413,0.0043570315,0.004124065854863548
31274,1,0.999134659591107,0.99999976,0.9978368873963467
60540,0,0.0019490010379347809,0.00049921806,0.00412367544358127
29087,0,0.005585012535821015,0.0065589803,0.00412406061607255
37937,0,0.0018990788009948887,0.00041601437,0.00412367544358127
56995,0,0.0054490000054556375,0.0063324347,0.004123847360801757
29143,1,0.9991325734289649,0.9999963,0.997836887397409
98207,1,0.9991272682309345,0.9999875,0.9978368864357957
33424,0,0.0023429681899743864,0.0011551001,0.004124770349303903
15368,0,0.0064393813233043894,0.0068026716,0.005894445459163721
70672,0,0.003339202229449518,0.0013636292,0.006302561593600529
89351,0,0.004268591773699726,0.00436458,0.004124609443833444
17637,0,0.002782273843548189,0.0018880079,0.004123672648889299
32497,1,0.9990215299297298,0.99981123,0.997836887282363
50215,0,0.002342624889929646,0.0011551925,0.004123773419439926
70693,1,0.9991347788008236,1.0,0.997836887397414
61157,0,0.003558743381102266,0.0031641165,0.004150683489098852
307,0,0.0018926143621707384,0.00040525326,0.004123655985728384
18132,1,0.9991287552038945,0.99999,0.9978368785778975
92832,1,0.9991179697598022,0.999972,0.9978368860694272
7182,0,0.0025050276046631945,0.0014259395,0.004123659680833596
93756,0,0.0022848771511009237,0.0010587843,0.004124016349294757
52355,1,0.9990923398446689,0.9999293,0.9978368862747277
64510,0,0.004226821382434118,0.0042955945,0.004123661552781731
51058,0,0.0029585083575210864,0.0021816676,0.004123769258437528
13272,0,0.002249102259620852,0.0009993755,0.004123692430108355
85153,0,0.002128753200547725,0.00079881895,0.004123654509084187
25760,0,0.002236925182283927,0.0009783617,0.004124770349303903
8873,0,0.0019808621768749052,0.00055232755,0.00412366412205219
71608,1,0.9991275666360464,0.99998796,0.9978368873905156
87296,1,0.9991225002439785,0.9999795,0.997836887397361
17237,0,0.0024393692440654166,0.0013164501,0.004123747858759718
26797,1,0.9991332290784909,0.9999974,0.9978368873934926
56183,0,0.002299588891086963,0.0010835144,0.0041237005390363105
27415,0,0.003223277997789549,0.0024154994,0.004434945635976312
9138,0,0.002769009805164492,0.0018658922,0.004123685971999556
72793,1,0.9991260765225867,0.99998546,0.9978368873971649
38193,1,0.9991344208724076,0.9999994,0.9978368866460455
69007,1,0.9991305429957822,0.99999297,0.9978368777092583
10791,1,0.99912679177524,0.99998665,0.997836887389455
42955,0,0.0026156131327944093,0.0016100553,0.004123949686961768
39825,1,0.9991143338764709,0.9999659,0.9978368860694272
55711,1,0.9991198157823754,0.9999751,0.9978368817658902
27134,1,0.9991323943318369,0.99999607,0.9978368866894248
36552,0,0.0024006898680347362,0.0012520481,0.004123652453445682
6639,1,0.9991314374129094,0.9999944,0.9978368785778975
44203,1,0.9989988206059013,0.99977344,0.9978368873969401
94395,0,0.0022430153812352744,0.0009891425,0.004123824739846445
72378,1,0.9991304276607103,0.9999927,0.9978368873948021
14444,0,0.0029836512942151535,0.0022236512,0.004123651440792111
31827,0,0.002713377190579007,0.0016452842,0.004315516443020428
87909,1,0.9991214865516149,0.9999778,0.9978368863638548
72506,0,0.002229649417525548,0.0009668855,0.004123795271046505
54456,0,0.004215581226465255,0.0042759622,0.0041250095826689155
76226,0,0.003836389229282918,0.0036448753,0.0041236601970721844
49952,0,0.0023978478456443695,0.0012451368,0.004126914327397606
45887,0,0.01180181371799311,0.0016305192,0.027058755485494957
68314,0,0.002152842912525087,0.00083890615,0.0041237480197571195
31407,0,0.0033857714154990016,0.002892946,0.0041250095826689155
81224,0,0.0029184694027891657,0.0021147714,0.004124016349294757
75155,1,0.9988941523115275,0.9995989,0.9978368810515694
1253,1,0.9991346595895481,0.99999976,0.9978368873924494
83020,1,0.9991326330335379,0.9999964,0.9978368873972296
10474,0,0.003906721874643786,0.0037620936,0.004123663929153044
71473,1,0.9991248244404987,0.99998343,0.9978368864357957
61752,0,0.0075440759202079835,0.00982421,0.00412387386653246
59298,0,0.003247045551286889,0.0025593392,0.004278605018858494
66798,0,0.004139340746726305,0.0041473443,0.004127335347112792
82289,0,0.024110017529513965,0.03730635,0.004315516443020428
90982,0,0.029779581484237833,0.04687813,0.004131757050850798
41031,0,0.002087825241144832,0.0007306074,0.004123651891411496
64402,0,0.00222775325370622,0.0009633748,0.004124320908581026
52509,1,0.9991230366822055,0.99998045,0.9978368873884208
44186,0,0.012137182260075758,0.01747951,0.00412369197736072
24369,0,0.0021891569992992885,0.00089947804,0.00412367544358127
43049,0,0.006432354873822952,0.007971359,0.004123847360801757
60495,0,0.0020549155488985256,0.00067574915,0.004123665103433338
27342,1,0.9991343615683099,0.9999993,0.9978368873974134
32745,0,0.0022420224475550154,0.0009871377,0.0041243495589277385
11703,0,0.0022209979046285177,0.00095180265,0.0041247907879669275
82286,1,0.9991286989924962,0.99998987,0.9978368870610135
75960,1,0.9991346595893128,0.99999976,0.997836887391861
6255,0,0.0025075495147215206,0.0014292559,0.004124989738239442
2671,1,0.9991207716725179,0.99997663,0.9978368873054555
57764,0,0.002353778619644196,0.0011735467,0.004124126538748297
3235,1,0.9991234537900473,0.99998116,0.9978368870767419
14404,0,0.0025757011865300194,0.0015437272,0.004123661993312899
80011,0,0.002090977964089709,0.0007355627,0.0041241007987537675
49906,0,0.0023005224654610084,0.0010850142,0.00412378474887712
40490,0,0.002033304944602775,0.000638981,0.0041247907879669275
68363,1,0.9991279493990437,0.9999887,0.9978368012167256
71519,1,0.999123334177832,0.9999809,0.9978368860694272
65548,0,0.0021511350345371164,0.000836097,0.00412369197736072
75572,1,0.9991012192966304,0.9999441,0.9978368821744528
49303,0,0.0035431935466460306,0.0031562063,0.004123674243597169
38988,1,0.9991307850061544,0.9999933,0.997836886688741
30284,0,0.002123875274043516,0.0007906751,0.00412367544358127
43412,1,0.9991343019636649,0.99999917,0.9978368873974129
69814,1,0.999132394614756,0.99999607,0.9978368873967227
46896,0,0.002934268045048674,0.0021413441,0.004123653803941508
31530,1,0.9991196388076269,0.9999747,0.9978368863638548
56725,0,0.0029830419055983976,0.0022226274,0.004123663487345118
91894,1,0.999117016616629,0.99997044,0.9978368873972852
61613,0,0.00948742832049638,0.0130623905,0.0041249850530155
41433,0,0.0023457358516543085,0.001160277,0.0041239240194612435
97099,1,0.9991322148922571,0.9999957,0.9978368851253113
72217,1,0.9959735833859411,0.9947314,0.9978367296993651
75368,1,0.9991347191942053,0.9999999,0.9978368873924801
44453,0,0.035265721586100564,0.056023713,0.004128730438034494
10601,0,0.003389318216333041,0.0028844334,0.004146645308290296
21851,1,0.9991039623481384,0.9999486,0.9978368852690731
7650,0,0.0041024055980669015,0.0040882407,0.004123652981724977
98525,1,0.9991183275054418,0.9999726,0.9978368863638548
6114,1,0.999123071855037,0.99998057,0.9978368263088875
96511,1,0.9991341827543698,0.99999905,0.9978368873973991
43061,0,0.0028966906765527005,0.0020784172,0.0041241007987537675
21115,1,0.9990069255952468,0.9997869,0.9978368842910803
47901,0,0.0031235660340572964,0.002392663,0.004219920644054952
67513,0,0.0021181843937238213,0.00078082754,0.004124219600892043
77101,0,0.0023881514740750343,0.001231149,0.004123655222965441
42250,1,0.9991339443356713,0.99999857,0.9978368873971005
35452,0,0.0037960294168751137,0.0035776105,0.004123657825480077
26472,1,0.9991334674986354,0.99999785,0.9978368873974063
7393,1,0.9991236327321356,0.9999814,0.9978368873971264
61243,0,0.005003303864890747,0.005589732,0.0041236614759872685
65725,0,0.003763189881062121,0.003522866,0.00412367544358127
37583,0,0.0021747533635069214,0.00076046045,0.004296192679978108
72618,1,0.9991347191939576,0.9999999,0.997836887391861
27365,1,0.9991255996841109,0.99998474,0.9978368873938708
65515,1,0.999132990660615,0.999997,0.9978368873952508
88326,1,0.9991347191935134,0.9999999,0.9978368873907504
26744,0,0.00819622582835188,0.01091081,0.00412434914813018
53005,0,0.00211991684489515,0.00078409194,0.004123654154865172
75349,0,0.0027341246489610413,0.0018077554,0.004123678343879963
99096,1,0.9990923399090961,0.9999293,0.9978368864357957
15230,1,0.9991341231494397,0.9999989,0.9978368873966857
15514,0,0.002295937112257225,0.0010769587,0.004124404694196688
40434,0,0.006455763130140528,0.008010485,0.004123679545403087
52653,1,0.9987692831190602,0.99939084,0.9978368873974125
35520,1,0.99908757192174,0.9999213,0.9978368873963603
45671,0,0.0019736191833908583,0.00053996476,0.0041241007987537675
21486,0,0.004081654964303114,0.0040536276,0.0041236958846204924
49776,1,0.999124041689623,0.9999821,0.9978368667095617
43627,0,0.002355379740395087,0.0011765177,0.004123672816586837
49828,1,0.9991285799177628,0.9999896,0.9978368873974038
66958,1,0.9991217849880164,0.9999783,0.9978368873967988
48034,0,0.0018759780040001454,0.0003774968,0.00412369979324051
82876,1,0.9991346595888686,0.99999976,0.9978368873907504
55206,0,0.0038037762510405916,0.0035904984,0.004123692982551191
80820,0,0.004791896515290832,0.0052373777,0.004123674483847856
56742,1,0.9990093706279677,0.99979097,0.9978368873967928
25751,1,0.9990986583859669,0.9999398,0.997836887397107
73555,0,0.0033102200419971254,0.0027675536,0.004124219600892043
90419,1,0.9991346595893654,0.99999976,0.9978368873919926
9005,0,0.0029046281101736166,0.0020918357,0.0041238164647004845
64927,0,0.003474721254415638,0.0030420737,0.004123692430108355
12637,0,0.0043668980421893025,0.0045287884,0.004124062412982738
15771,0,0.009046881057248842,0.01232902,0.004123673001121312
65888,0,0.0020616117404783293,0.000686916,0.0041236553093209295
40579,0,0.0029516376908274274,0.0021695732,0.004124734173380281
77172,1,0.9990957377583587,0.9999349,0.9978368873970715
82996,0,0.0022661210904075715,0.0010277638,0.0041236569651381455
1163,1,0.9990896568492313,0.9999248,0.9978368843086711
34024,0,0.0039261841242583286,0.003794535,0.0041236573665891325
91371,1,0.9991347191935134,0.9999999,0.9978368873907504
78062,1,0.9991344807770841,0.9999995,0.9978368873961253
13798,0,0.0035380432099627016,0.0031476365,0.004123652981724977
53018,0,0.0020103551693340122,0.00050993776,0.004260981269549884
58955,0,0.0035215819227565827,0.0031201849,0.004123677318231389
7576,0,0.001994588374666057,0.0005110335,0.004219920644054952
69882,0,0.002033410905434869,0.00057573774,0.004219920644054952
62109,0,0.0028032735750043968,0.001923011,0.004123667212194347
12099,0,0.002390091827240163,0.0012337909,0.004124543182804123
47656,1,0.9991336463125662,0.9999981,0.9978368873973975
33717,1,0.9991301892431717,0.9999924,0.9978368873974036
21885,0,0.011492139761867186,0.016404456,0.004123666113173116
59258,1,0.9991031883390921,0.9999473,0.9978368873974127
35406,1,0.9991158841283672,0.9999685,0.9978368873972575
13258,0,0.002946098855580211,0.0018219089,0.004632383780262919
69333,0,0.0021495701208258844,0.00083351624,0.004123650939090842
61909,1,0.9991288183362914,0.9999901,0.9978368873972774
76433,1,0.9991168372715514,0.9999701,0.9978368860694272
14682,1,0.9991259573125006,0.99998534,0.9978368873951736
50191,1,0.9991183875235076,0.9999727,0.9978368873974072
92332,0,0.0022393601281423406,0.0009831534,0.004123670231980342
80287,0,0.052715517189309335,0.08511009,0.004123653238528314
81572,1,0.9991296519849595,0.9999914,0.9978368853563805
33257,1,0.9991048544244536,0.9999502,0.9978368802856824
40383,1,0.9991255996855266,0.99998474,0.99783688739741
41656,0,0.0027694321761639077,0.0018665902,0.004123695034716566
88406,1,0.9991084335476416,0.99995613,0.9978368873969359
66306,0,0.012988197955096543,0.018897736,0.0041238902201373865
50829,1,0.9991261957319306,0.9999857,0.9978368873973008
34642,0,0.0028198005479478467,0.0019505231,0.004123716577118543
83040,0,0.005304759093405629,0.0060920333,0.004123847360801757
28876,1,0.9959895012477967,0.99475783,0.9978368872652285
15487,1,0.9991146316943066,0.9999664,0.9978368855559568
87807,0,0.0030866495469303763,0.0023953028,0.004123669559065709
83631,0,0.0030215165531819648,0.0022561636,0.004169545881589399
58639,0,0.0036591956112359612,0.00072527654,0.008060074166816882
66512,0,0.0038255611046263266,0.0025152878,0.005790970947837752
12763,0,0.0031494246531117696,0.0024775383,0.004157253940549676
8259,1,0.9991343615683099,0.9999993,0.9978368873974134
2776,0,0.0019792182875086684,0.000549557,0.004123710207347092
18329,1,0.9991347191946722,0.9999999,0.9978368873936478
89214,1,0.9989529924260458,0.9996971,0.9978367578652702
16966,0,0.002385193826521165,0.0012257776,0.004124318208504411
41178,0,0.0033782973742611123,0.0028813712,0.004123686369633155
40898,0,0.002351754328189043,0.0011693499,0.004125360968638206
43233,0,0.01084247921836359,0.01532167,0.004123692430108355
58197,1,0.9986041782529842,0.99911565,0.997836887397292
47590,1,0.9990569317969388,0.9998703,0.9978368790528938
39774,0,0.002265324085116114,0.0010264321,0.004123661993312899
41072,1,0.9991346595893128,0.99999976,0.997836887391861
72842,0,0.005666639112531136,0.006695283,0.004123672648889299
2645,0,0.018927098240764946,0.0135059925,0.027058755485494957
37175,1,0.9991042612225933,0.9999491,0.9978368873971509
21182,0,0.0026460480879778752,0.0016602332,0.004124770349303903
37472,1,0.9991315601500038,0.99999464,0.9978368873974094
3429,1,0.9990922210843303,0.9999291,0.9978368873971047
39129,1,0.999134182754337,0.99999905,0.9978368873973168
9392,1,0.9990918634561448,0.9999285,0.9978368873963126
33580,1,0.9991291160761007,0.9999906,0.997836886688741
2547,1,0.999116539642212,0.9999696,0.9978368870541384
14834,1,0.99911558610515,0.99996805,0.9978368873972745
43729,1,0.9991291759640282,0.9999907,0.997836887396948
58452,0,0.00247641830984054,0.0013781558,0.004123812047753433
57291,0,0.002434408230894712,0.0011262997,0.004396570867862322
47240,1,0.9989209173353553,0.99964356,0.9978368873973786
21908,0,0.002086341493094189,0.0007278773,0.004124037721268454
84397,0,0.0024428006591030527,0.0013221942,0.004123710207347092
95138,1,0.9991302453200139,0.9999925,0.9978368785778975
56296,0,0.001961087022656509,0.0005193593,0.004123678592103368
51035,1,0.9991239299041381,0.9999819,0.9978368852690731
13677,1,0.9991133211287031,0.99996424,0.9978368873974109
39890,1,0.9991347191897646,0.9999999,0.9978368873813788
71250,0,0.00210169547424743,0.00075358764,0.0041238571884133395
52471,0,0.005684684167450574,0.006725368,0.004123658050834901
31434,1,0.9991347191942053,0.9999999,0.9978368873924801
3487,1,0.9986669995907738,0.9992204,0.9978368825027828
62588,1,0.999131917736747,0.99999523,0.9978368872945956
90903,1,0.999133287272681,0.9999975,0.997836883867356
74792,1,0.9991347191959513,0.9999999,0.9978368873968454
20533,0,0.004748859617981854,0.0051654563,0.004123964319312432
22468,1,0.9991346595888686,0.99999976,0.9978368873907504
12966,1,0.9991293547781466,0.99999094,0.9978368873974078
96613,1,0.9990964493678935,0.9999361,0.9978368782815655
93257,0,0.0028767423831526817,0.0020454554,0.004123672816586837
20110,1,0.9989306924971093,0.9996599,0.9978368873974056
87593,0,0.002016090049748865,0.0006110458,0.004123656372808844
77600,1,0.999131321731402,0.9999943,0.9978368873973525
80685,1,0.999126314940304,0.99998593,0.9978368873950104
62229,1,0.9991347191943665,0.9999999,0.9978368873928833
17960,1,0.606925951620499,0.97548974,0.05408015643695904
36471,1,0.9991347788007641,1.0,0.9978368873972655
87389,0,0.0023203298939275512,0.0011178374,0.004124068661098124
38481,1,0.9991294739872207,0.9999912,0.9978368873968697
39480,0,0.0023734427443815632,0.001206615,0.00412368431922939
91904,1,0.9991347191941937,0.9999999,0.9978368873924514
22627,1,0.9991190392993405,0.9999738,0.9978368777092583
10671,0,0.0019477606960255677,0.0004964073,0.0041247907879669275
87587,1,0.9991301889597066,0.9999924,0.997836886688741
70752,1,0.9989794405222945,0.99974114,0.9978368659618029
41966,0,0.0019352303073322846,0.00047624478,0.004123708570969868
39926,1,0.9991250036390563,0.99998367,0.9978368873973539
5357,0,0.0033294572109290477,0.0027999894,0.004123658776732414
2222,0,0.0023958102562366846,0.0012438844,0.0041236988606152235
96772,0,0.0032646295869022965,0.0026899776,0.0041266072712019975
42664,1,0.9991280430268894,0.9999888,0.9978368862747277
72098,1,0.9991347191946722,0.9999999,0.9978368873936478
60655,1,0.9987921667964886,0.99943036,0.997834789969432
87642,0,0.002398970102885888,0.0012488324,0.004124176563914309
51946,1,0.9991218438563244,0.9999784,0.9978368855559568
22796,0,0.002613301118002849,0.0013988714,0.004434945635976312
5671,1,0.9991262553366074,0.9999858,0.9978368873973806
73200,0,0.002276605863143236,0.0009144717,0.004319807036129089
40861,1,0.999127685845337,0.9999882,0.9978368873905182
11535,0,0.00429015231838738,0.004401149,0.004123656487984336
6705,1,0.9991345403822394,0.99999964,0.9978368873974013
87688,0,0.02354948037368284,0.036499586,0.004124320137059352
92137,0,0.0035903443628250977,0.0032219638,0.004142915201205617
84617,1,0.9991244671972296,0.99998283,0.9978368873972945
21233,0,0.049825702738798806,0.08029345,0.0041240848154752196
63323,1,0.9991225002439637,0.9999795,0.9978368873973235
98455,1,0.9991297681354001,0.99999166,0.9978368777092583
22395,1,0.9991345403822449,0.99999964,0.9978368873974154
2898,1,0.9991084305305448,0.99995613,0.9978368798541939
35960,1,0.9990612041299369,0.99987745,0.9978368310493297
88166,0,0.015260490365201426,0.022685045,0.004123655985728384
47792,1,0.9976564679726283,0.99753773,0.9978345121404332
36630,0,0.0021105837430886315,0.00076834566,0.004123940832234767
66993,1,0.9990602729947671,0.9998758,0.9978368873971961
72907,0,0.002511853241477343,0.0014373153,0.0041236601970721844
34740,1,0.9991340634160172,0.9999988,0.9978368870747414
49387,1,0.9991177318723992,0.9999716,0.9978368873973674
37643,1,0.9991347786205724,1.0,0.9978368869467862
33415,0,0.0021426577301239744,0.00082199264,0.0041236553093209295
17355,1,0.9991255996854449,0.99998474,0.9978368873972058
34997,1,0.9991282818945018,0.99998915,0.9978368873973108
37714,0,0.012377306486142324,0.017879717,0.004123690637381489
96333,1,0.9991160625289404,0.99996877,0.9978368863638548
72424,0,0.00192799832055921,0.00046421145,0.004123678581407719
24358,0,0.02046470171503042,0.0313586,0.004123854793404908
47974,1,0.9991207121046473,0.9999765,0.9978368873973906
80182,0,0.003880759177489096,0.003707179,0.004141129175531402
54918,0,0.003193144670254993,0.0025727665,0.0041237118014494775
60319,0,0.002578558790259645,0.0015484919,0.004123659120510855
94864,1,0.9990168808134373,0.9998035,0.9978368873973628
38593,0,0.009790126613309535,0.013567745,0.0041236994018916074
25628,1,0.9991224998593524,0.9999795,0.9978368864357957
74621,0,0.00395216212622173,0.0038378127,0.004123686277663889
30275,0,0.0042025048090255125,0.0042550517,0.00412368431922939
12156,1,0.9991301296379111,0.99999225,0.9978368873958643
44292,0,0.0023482715103651085,0.0011642195,0.0041243495589277385
28895,0,0.002384444516163157,0.0012249512,0.00412368431922939
53418,1,0.9990894192815021,0.9999244,0.9978368864357957
48702,0,0.028552722870513046,0.044838764,0.0041236605847980706
47326,1,0.9991099832549973,0.99995863,0.9978368873634149
98778,1,0.9991223810346541,0.9999794,0.9978368873972735
74099,1,0.9991197541336146,0.99997497,0.9978368766556003
8483,0,0.001875738488778931,0.0003771267,0.004123656124373648
45506,0,0.0019548702579276107,0.00050897937,0.0041237065747392904
27446,0,0.0020862781298748474,0.00066384976,0.004219920644054952
33306,1,0.9991244671944565,0.99998283,0.9978368873903617
86308,0,0.002716460215563313,0.0016377385,0.004334542485145816
40459,1,0.9991298277400449,0.9999918,0.9978368777092583
55497,0,0.013202692300984569,0.019255316,0.0041237564593784685
45720,0,0.002729627472941544,0.0018002727,0.0041236595870851635
3033,0,0.002726725757214015,0.0017954414,0.004123652151550068
2521,1,0.9991338251245327,0.99999845,0.9978368873924781
23202,0,0.0021895138987215856,0.00089962344,0.0041243495589277385
67091,0,0.004200459185016021,0.004249489,0.004126914327397606
64509,1,0.9991284011004983,0.9999894,0.9978368873890783
93067,0,0.0023003412922437084,0.0010846779,0.004123836330734837
15942,1,0.9991250036390721,0.99998367,0.9978368873973933
77340,0,0.002585637040331319,0.0015602829,0.004123668202402331
82274,1,0.9991347191961074,0.9999999,0.9978368873972356
79694,1,0.9991347191959984,0.9999999,0.9978368873969631
38989,1,0.9991218445928993,0.9999784,0.9978368873973942
10818,1,0.9991213081510517,0.9999776,0.9978368873972825
80673,0,0.0018521260123814988,0.00033772527,0.004123727100522623
99276,1,0.9991310830293783,0.9999938,0.997836886688741
59377,0,0.0020501951759511958,0.00066763343,0.004124037721268454
35557,1,0.9991300069014348,0.999992,0.9978368785778975
11173,0,0.0023763525995710256,0.0012080111,0.004128864791082532
6593,0,0.0021166224354048067,0.00077850505,0.004123798433600178
37153,1,0.999128996333867,0.99999034,0.9978368853563805
98101,1,0.9991142747839787,0.9999658,0.9978368873498089
8771,1,0.9991272280649512,0.9999875,0.9978367860208376
88663,0,0.0020570524536375765,0.00067929237,0.0041236925692821075
63160,1,0.9990900157125555,0.9999254,0.9978368873973097
19638,0,0.0024894386742950548,0.0013999243,0.004123710207347092
44549,0,0.0029855299485282713,0.002212445,0.004145157284893497
24805,0,0.0022165849801552137,0.0009446865,0.004124432743161132
55241,0,0.0028287558604100723,0.0019645998,0.004124989738239442
35230,1,0.9991257188943173,0.99998486,0.9978368873961632
19130,1,0.999118327894045,0.9999726,0.9978368873353626
76527,0,0.002116605161719077,0.0006635468,0.004296192679978108
3850,0,0.0025604769721514677,0.0015183447,0.004123675233889171
55275,0,0.0023323192840313846,0.0011350061,0.0041282890299014574
90798,1,0.998979866303944,0.99974185,0.9978368873346434
87788,0,0.0019092816515835149,0.00043303252,0.0041236553093209295
49781,0,0.0025517483708181023,0.0015035371,0.004124065191883727
25102,0,0.03656015735067458,0.058175582,0.004137014130689972
80406,1,0.9991119923181282,0.9999621,0.9978368436264362
86731,0,0.002725543989845547,0.00179344,0.00412369979324051
39533,1,0.9991289375456136,0.9999902,0.9978368873973592
54183,0,0.0045886932138004665,0.0048986604,0.004123742275784105
27210,0,0.001920191619071205,0.0004512035,0.0041236737632216625
8893,0,0.037050358581993875,0.059001494,0.004123653293783206
25166,0,0.0022658277504608968,0.0010262991,0.004125120663432637
93522,0,0.004992309047069536,0.005570506,0.0041250128349572075
56993,1,0.9991332886837653,0.9999975,0.9978368873950668
31911,0,0.16786347658824086,0.2770231,0.004124016349294757
18988,1,0.9991334668611926,0.99999785,0.9978368858037996
97882,0,0.0314557620260981,0.04579786,0.009942616553074945
87532,1,0.9990856645735207,0.9999181,0.9978368873973942
78181,0,0.00667956639698015,0.008383271,0.004124008833017605
26210,0,0.0027167359634451592,0.0017780326,0.0041247907879669275
47576,0,0.005896262711458309,0.0070779906,0.004123670231980342
35533,0,0.0051758167590324235,0.004796858,0.005744254862734217
40056,1,0.9991330502661236,0.99999714,0.9978368873974105
51741,0,0.0021181042401166557,0.00078107166,0.004123653090686984
46696,0,0.0038480049732985515,0.003663635,0.004124559645519261
87829,0,0.0025938724232827557,0.0015737624,0.004124037355647717
54110,1,0.9991347191939576,0.9999999,0.997836887391861
48858,1,0.9991140880113139,0.99996567,0.9978367184413707
82860,1,0.9990812537072724,0.99991083,0.997836887091057
28223,0,0.001891834542084481,0.00040392435,0.00412369979324051
48091,1,0.9991083739087161,0.999956,0.9978368873112342
17540,0,0.007868285236644595,0.010364704,0.004123656409203632
66676,0,0.0036062271431181376,0.0032612358,0.004123713961825655
73240,1,0.9991347191942053,0.9999999,0.9978368873924801
10845,0,0.009153388047737045,0.012506453,0.004123789440274645
7746,1,0.9991137974346679,0.9999651,0.9978368860694272
59733,1,0.999134480773294,0.9999995,0.9978368873866499
14463,1,0.9991291751478013,0.9999907,0.9978368853563805
72572,1,0.9991323350047212,0.99999595,0.9978368873832476
